1008001071,服饰、鞋、包|女装|裤子,MSSHE加大码女装新款秋装腰头褶皱修身显瘦通勤职业小脚裤3950 黑色 T1,服饰内衣>女装>大码装>MSSHE加大码女装新款秋装腰头褶皱修身...,京东商城,MSSHE大码女装旗舰店
1008001071,服饰、鞋、包|女装|裤子,【莱曼罗尼】胖人显瘦2014夏装新款加肥加大码女装胖MM糖果彩色韩版直筒裤薄款热裤K207 黄色 4XL,服饰内衣>女装>大码女装> 莱曼罗尼（LYMALON）>【莱曼罗尼】胖人显瘦2014夏装新款加肥...,京东商城,莱曼罗尼官方旗舰店
1008001071,服饰、鞋、包|女装|裤子,瑞士X-BIONIC仿生服聚能加强女士长裤I20222颠覆速干颠覆传统压缩 X5S 灰/粉 S/M,运动户外>骑行运动>骑行服> X-BIONIC>瑞士X-BIONIC仿生服聚能加强女士长...,京东商城,X-BIONIC旗舰店
1008001071,服饰、鞋、包|女装|裤子,卡帕 女款浅灰色简约动感长裤,首页 > 卡帕Kappa女装专场 > 女款浅灰色简约动感长裤,唯品会,卡帕Kappa
1008001071,服饰、鞋、包|女装|裤子,阿迪达斯adidas女装长裤-W59671 黑色 XL,阿迪达斯（Adidas）>阿迪达斯adidas女装长裤-W5967...,京东商城,西街运动专营店
1008001071,服饰、鞋、包|女装|裤子,COLLECTION BY EUROMO 轻风细雨舒适修身长裤-浅绿,首页 > COLLECTION BY EUROMODA女装专场 > 轻风细雨舒适修身长裤-浅绿,唯品会,无
1008001071,服饰、鞋、包|女装|裤子,Umbro/茵宝 夏季新款女士针织中裤 73388U 藏青 XXL,Umbro/茵宝 夏季新款女士针织中裤 ...,京东商城,古戈运动品牌专营店
1008001071,服饰、鞋、包|女装|裤子,邢氏 潮流百搭深蓝色长裤,首页 > 邢氏XINGSHI女装专场 > 潮流百搭深蓝色长裤,唯品会,无
1008001071,服饰、鞋、包|女装|裤子,NIKE 耐克 女士 2014新款春季女子针织长裤 545783-021 深灰/ (帆白) XL,,徐家汇商城,
1008001071,服饰、鞋、包|女装|裤子,IDF依迪菲2012新款时尚百搭女式纯色长裤 90黑色 XS(155/60A),IDF依迪菲2012新款时尚百搭女式纯色...,京东商城,IDF
1008001071,服饰、鞋、包|女装|裤子,阿迪达斯 女子灰色长裤,首页 > 阿迪达斯adidas女装专场 > 女子灰色长裤,唯品会,无
1008001071,服饰、鞋、包|女装|裤子,布同 黑色个性打褶长裤,首页 > 布同BUT女装专场 > 黑色个性打褶长裤,唯品会,无
1008001071,服饰、鞋、包|女装|裤子,双11大促预热Nadine秋季新款棉水洗欧美大腰围大码素色百搭小脚裤铅笔裤长裤 军绿色 S,nadine>双11大促预热Nadine秋季新款棉水洗...,京东商城,nadine女装旗舰店
1008001071,服饰、鞋、包|女装|裤子,騵 2013紧身裤女裤子PU皮裤弹力小脚裤铅笔裤 女长裤靴裤韩版潮 D305-2`9165 图片色 29,七小人（QIXIAOREN）>騵 2013紧身裤女裤子PU皮裤弹力小脚...,京东商城,騵服饰旗舰店
1008001071,服饰、鞋、包|女装|裤子,Singshang 新款修身显瘦春装哈伦裤 长裤 薄款弹力小脚裤A1388 军绿色 XXL,Singshang 新款修身显瘦春装哈伦...,京东商城,星尚馆
1008001071,服饰、鞋、包|女装|裤子,Relion瑞昊秋装新款棉质百搭拉链纽扣百褶小脚长裤铅笔裤RL-T061 T061款浅蓝色 L,Relion瑞昊秋装新款棉质百搭拉链纽扣...,京东商城,Relion官方旗舰店
1008001071,服饰、鞋、包|女装|裤子,东京着衣 修身小脚裤皮带车折长裤1021271 黑色 均码,东京着衣 修身小脚裤皮带车折长裤1021...,京东商城,东京 着衣
1008001071,服饰、鞋、包|女装|裤子,仙蝶莉 2013新款夏季夏装长裤超薄欧美风荷叶边吊带连衣裤连体裤五色女 2088-0319 蓝色 均码,仙蝶莉 2013新款夏季夏装长裤超薄欧美...,京东商城,乔安人官方旗舰店
1008001071,服饰、鞋、包|女装|裤子,歌山品悦 新款夏装 时尚波点连体裤 性感蕾丝拼接 塑身短袖 配腰带 黑藏 XXL,歌山品悦 新款夏装 时尚波点连体裤 性感...,京东商城,歌山品悦女装
1008001071,服饰、鞋、包|女装|裤子,善气迎人JV2012夏季碎花韩版雪纺修身连体裤送小披肩Y1501 橘色 M,善气迎人JV2012夏季碎花韩版雪纺修身...,京东商城,善气迎人
1008001071,服饰、鞋、包|女装|裤子,善气迎人JV2012夏季碎花韩版雪纺修身连体裤送小披肩Y1501 黄色 M,善气迎人（Jedi victoire）>善气迎人JV2012夏季碎花韩版雪纺修身...,京东商城,善气迎人
1008001071,服饰、鞋、包|女装|裤子,ONLY无袖V领女哈伦连体裤黑/Black|113244006010,MR,13Q2,首页>女装>下装>连体裤
1008001071,服饰、鞋、包|女装|裤子,3f by OxygeneMonde 2013春 女士时尚厚蕾丝背心哈伦裤连身裤（配腰带）91010,服饰箱包 > 女装 > 连体装,亚马逊(卓越网),OM/OxygeneMonde
