1008002010,服饰、鞋、包|男装 |大衣,鼎铜 DINGTONG 春冬款高端翻领商政经典 修身男士羊毛羊绒大衣外套 深藏蓝色 170,服饰内衣>男装>大衣>鼎铜>鼎铜 DINGTONG 春冬款高端翻领商...,京东商城,鼎铜服饰
1008002010,服饰、鞋、包|男装|大衣,热卖 京品年货2014春装Vvxmgip新品 男士新款商务休闲羊毛呢大衣 黑色 XXXL,服饰内衣>男装>中老年装>Vvxmgip>热卖 京品年货2014春装Vvxmgip...,京东商城,酷仔郎商务男装旗舰店
1008002010,服饰、鞋、包|男装|大衣,可拆卸立领时尚中老年休闲羊毛大衣秋冬厚舒适保暖柔软新款送爸爸 黑灰色 L码/175,服饰鞋帽>男装>大衣>可拆卸立领时尚中老年休闲羊毛大衣秋冬厚舒...,京东商城,拓荒者官方直营店
1008002010,服饰、鞋、包|男装|大衣,西域骆驼 经典简约灰黑色休闲长袖大衣,首页?>?西域骆驼Vancamel男装专场?>?经典简约灰黑色休闲长袖大衣,唯品会,无
1008002010,服饰、鞋、包|男装|大衣,左岸呢料大衣12421939，07/藏青，180，13Q4,首页>男装>上装>大衣,银泰网,ZUOAN
1008002010,服饰、鞋、包|男装|大衣,都蒂.阿格纳 灰色复古保暖长袖大衣,首页?>?都蒂.阿格纳Dutti Original男装专场?>?灰色复古保暖长袖大衣,唯品会,无
1008002010,服饰、鞋、包|男装|大衣,2013秋装新款 GXG 斯文长款大衣 #23126217 黑灰格 L,服饰内衣>男装>大衣>2013秋装新款 GXG 斯文长款大衣 ...,京东商城,GXG官方旗舰店
1008002010,服饰、鞋、包|男装|大衣,Quiksilver 奇克尚风 2 IN 1 PADDED SHERPA 男式 大衣 24-1358,服饰箱包 > 男装 > 毛呢大衣,亚马逊(卓越网),Quiksilver 奇克尚风
1008002010,服饰、鞋、包|男装|大衣,GXG13Q4双排扣黑色经典大衣04126232, 黑白格,L,首页>男装>上装>大衣
1008002010,服饰、鞋、包|男装|大衣,Magic power麦奇宝路12Q4尼大衣MCW13008,深灰,165/S,首页>男装>上装>大衣
1008002010,服饰、鞋、包|男装|大衣,BIOSOFT拜柔英伦风大衣男士中长款50%羊毛大衣牛角扣连帽大衣BM15001406 深灰 XXL,BIOSOFT拜柔英伦风大衣男士中长款5...,京东商城,拜柔旗舰店
1008002010,服饰、鞋、包|男装|大衣,梦特娇男士商务休闲长款羊毛大衣BLF4241咖色 175/92A（50）,梦特娇男士商务休闲长款羊毛大衣BLF42...,京东商城,梦特娇MONTAGUT
1008002010,服饰、鞋、包|男装|大衣,左岸呢料大衣12321930，20/黑色，175，13Q3,首页>男装>上装>大衣,银泰网,ZUOAN
1008002010,服饰、鞋、包|男装|大衣,ELLE HOMME 斜纹黑色帅气长袖大衣,首页?>?ELLE HOMME男装专场?>?斜纹黑色帅气长袖大衣,唯品会,无
1008002010,服饰、鞋、包|男装|大衣,ME&CITY男装双面复合拼接帅气大衣 浅黄杏 165/88A,服饰内衣>男装>大衣>ME&CITY>ME&CITY男装双面复合拼接帅气大衣 ...,京东商城,ME&CITY官方旗舰店
1008002010,服饰、鞋、包|男装|大衣,马克华菲FAIRWHALE男装 双排扣英伦长款毛呢大衣 7114016221-099 S,服饰鞋帽>男装>大衣>马克华菲FAIRWHALE男装 双排扣英...,京东商城,马克华菲官方旗舰店
1008002010,服饰、鞋、包|男装|大衣,OSA 欧莎世家 2013秋冬装新款男装时尚大衣 MD24128,所有分类>服饰内衣、鞋靴童装>男装>呢大衣>OSA>OSA 欧莎世家 2...,1号店,OSA
1008002010,服饰、鞋、包|男装|大衣,SELECTED含羊毛肩章装饰男士修身呢子大衣F|412427029105,L,12Q4,首页>男装>上装>大衣
1008002010,服饰、鞋、包|男装|大衣,2013雅韵男装秋冬新款优雅时尚商务休闲呢大衣 82807 深灰C94 S(46),服饰鞋帽>男装>大衣>2013雅韵男装秋冬新款优雅时尚商务休闲...,京东商城,雅韵官方旗舰店
1008002010,服饰、鞋、包|男装|大衣,左岸一手长呢料大衣，11321460，蓝色，XXL，12Q4,首页>男装>上装>大衣,银泰网,ZUOAN
1008002010,服饰、鞋、包|男装|大衣,洛兹法雷德冬季新款男士休闲中长款大衣 998244896 灰色 XXL,洛兹法雷德冬季新款男士休闲中长款大衣 ...,京东商城,洛兹官方店
1008002010,服饰、鞋、包|男装|大衣,PEACEBIRD 太平鸟男装 大衣80712406323 深灰色,首页> 男装> 大衣> 中长款大衣> PEACEBIRD 太平鸟男装 大衣80712406323,凡客诚品,PEACEBIRD 太平鸟男装
1008002010,服饰、鞋、包|男装|大衣,【反季特卖】恒源祥正品 2014新款男装 男士毛呢子大衣中长款黑色修身羊毛大衣 黑色 175/92(现货),服饰内衣>男装>毛呢大衣> 恒源祥（HYX）>【反季特卖】恒源祥正品 2014新款男装...,京东商城,恒源祥展祥专卖店
1008002010,服饰、鞋、包|男装|大衣,秋季新款 GXG 男士时尚潮流大衣#03126607 黑色 L,GXG>秋季新款 GXG 男士时尚潮流大衣#03...,京东商城,GXG官方旗舰店
1008002010,服饰、鞋、包|男装|大衣,左岸呢料大衣12321368，20/黑色，165，13Q3,首页>男装>上装>大衣,银泰网,ZUOAN
1008002010,服饰、鞋、包|男装|大衣,Sportica 斯波帝卡 摩登绅士中长款双排扣呢子大衣 男式 323002,服饰箱包 > 男装 > 毛呢大衣 ,亚马逊(卓越网),Sportica 斯波帝卡
1008002010,服饰、鞋、包|男装|大衣,GXG 男士正品暗门襟长款时尚修身大衣 04126247, 首页 >,优购网,GXG/GXG
1008002010,服饰、鞋、包|男装|大衣,马克华菲 男装 短款修身时尚休闲大衣 7113016713-099 XXL,服饰鞋帽>男装>大衣>马克华菲 男装 短款修身时尚休闲大衣 7...,京东商城,马克华菲官方旗舰店
1008002010,服饰、鞋、包|男装|大衣,GLM(12Q3)意大利风时尚拼色块款毛呢161031001,900,XL（尺码偏小）,首页>男装>上装>大衣
1008002010,服饰、鞋、包|男装|大衣,ANTA 安踏 综训系列 男式 大衣 15137639,服饰箱包 > 休闲运动服装 > 风衣、夹克,亚马逊(卓越网),$N
1008002010,服饰、鞋、包|男装|大衣,马克华菲FAIRWHALE男装 短款毛呢休闲时尚大衣 7123167006-086 S,服饰鞋帽>男装>大衣>马克华菲FAIRWHALE男装 短款毛呢...,京东商城,马克华菲官方旗舰店
1008002010,服饰、鞋、包|男装|大衣,GIORGIO ARMANI 乔治.阿玛尼 褐色涤纶连帽拉链长袖男士大衣 BC102884832182,Armani 阿玛尼,第五大道奢侈品网,Armani 阿玛尼
1008002010,服饰、鞋、包|男装|大衣,领劵下单满减 单某人（damoson）新品呢大衣 中长款男装 商务休闲 高品质 WNA002 黑色 M码,服饰鞋帽>男装>大衣>领劵下单满减 单某人（damoson）新...,京东商城,Damoson雅森专卖店
1008002010,服饰、鞋、包|男装|大衣,Mark Fairwhale 马克华菲 男式 大衣 7123162005,服饰箱包 > 男装 > 毛呢大衣,亚马逊(卓越网),$N
1008002010,服饰、鞋、包|男装|大衣,米贝斯.保罗2013秋季新款免烫单排扣翻领商务休闲中长款大衣N8802 N8802麻灰 M,服饰内衣>男装>大衣>米贝斯.保罗（M.B.S.BAOLUO）>米贝斯.保罗2013秋季新款免烫单排扣翻...,京东商城,米贝斯.保罗旗舰店
1008002010,服饰、鞋、包|男装|大衣,凯撒 深灰色立领潮流长袖大衣,首页?>?凯撒KAISER男装专场?>?深灰色立领潮流长袖大衣,唯品会,无
1008002010,服饰、鞋、包|男装|大衣,Magic power13Q4呢大衣MCW13002D军绿175/L,首页>男装>上装>大衣,银泰网,Magic power
1008002010,服饰、鞋、包|男装|大衣,佐丹奴Giordano男装帅气藏帽领军装大衣01071645 09经典黑色 大码(175/100A),服饰内衣>男装>大衣>佐丹奴 >佐丹奴Giordano男装帅气藏帽领军装...,京东商城,佐丹奴官方旗舰店
1008002010,服饰、鞋、包|男装|大衣,店铺已搬迁至http://mall.jd.com/index-42450.html 黑色 M,服饰内衣>男装>大衣>布衣传说>店铺已搬迁至http://mall.jd...,京东商城,布衣传说旗舰店
1008002010,服饰、鞋、包|男装|大衣,卡宾 CABBEEN 双排扣中长款男士呢子大衣B/3113136007 红色04 50(175/96A),服饰鞋帽>男装>大衣>卡宾>卡宾 CABBEEN 双排扣中长款男士...,京东商城,卡宾官方旗舰店
1008002010,服饰、鞋、包|男装|大衣,年终热卖罗蒙/Romon 男装 商务休闲单排扣立领中长款羊毛大衣 3D29017 黑灰色 170/88A,服饰内衣>男装>大衣>罗蒙>年终热卖罗蒙/Romon 男装 商务休闲...,京东商城,罗蒙服饰专卖店
1008002010,服饰、鞋、包|男装|大衣,GXG13Q4英伦修身经典大衣04126248, 黑色,L,首页>男装>上装>大衣
1008002010,服饰、鞋、包|男装|大衣,宾度 深灰啡色斜纹时尚长袖大衣,首页?>?.宾度J.BENATO男装专场?>?深灰啡色斜纹时尚长袖大衣,唯品会,无
